entry_id,compound,efficiency (%),Open circuit voltage (V),Short circuit current density (A/m²),Fill factor,Band gap (eV)
-OyZwR75mLsQCMvJu6ekwT4yosJy,MAPbI3,14.18,1.043,207.99,0.65,1.6
-PA061L7KA8ZQadw977_g7GWUnif,Cs0.025FA0.7MA0.25Rb0.025PbI3,21.7,1.2,235.0,0.777,1.51
-PF2Ih4oV2IimwF7nfDOIkaddNaZ,Cs0.05FA0.79MA0.16PbBr0.51I2.49,19.74,1.14,226.29999999999998,0.7659999999999999,
-PJdcgGZ-KMclCN5aV7TULEWO_Ny,MAPbI3,14.04,0.946,210.10000000000002,0.706,1.6
-PMJ37nXzIJhI4VLJpSe4QPFsM42,MAPbI3,13.3,0.87,207.0,0.74,1.6
-PXvAX9aADe0WLPitDH6gMRjIQTm,MAPbI3,9.0,0.79,203.0,0.555,1.6
-PfOr6KSLz7kGTLpPfnQ1_ntq1FX,MAPbI3,8.5,0.9,160.0,0.59,1.6
-PgY4LfWLiWxzGl6qiy5ZLhup3ia,MAPbI3,18.89,1.124,229.60000000000002,0.732,1.6
-Pm2T5SXEu3HAINT8tdohH0NgmY-,MAPbI3,12.3,0.98,172.89999999999998,0.727,1.6
-Pr3BB8Y-9-0fqKPPUXo4qPbRPlm,MAPbI3,16.32,1.0,211.9,0.772,1.6
-PrNz8o9cRIiTCKc_aNtFXafORau,MAPb0.75Sn0.25Br1.5I1.5,11.5,0.94,163.1,0.75,1.65
-PuoSEwCWyBwHWfErkWkyv7xvQfS,Cs0.17FA0.83PbBr0.75I2.25,14.02,0.93,209.3,0.71,
-PwBJ60t6Ao-iHJbwOgWWishiESw,MAPbI3,18.5,1.08,225.0,0.779,1.6
-Q-p8yJ_h6obGs2_pWcNUgM9ghq9,MAPbI3,7.91,0.738,155.8,0.688,1.82
-Q2DTa3umjTG642a7wONYKxYRDey,MAPbI3,17.81,1.07,221.9,0.75,1.6
-Q9mB8_pY_OksUB0FBm1sJzbV97m,MAPb1.0I3,15.03,1.02,202.5,0.731,1.6
-QCAdyf89EZa3WGZgY-9GBJ68Ekp,Cs0.05FA0.79MA0.16PbBr0.51I2.49,17.1,1.08,219.4,0.72,
-QDiJTetarL28E4dP7riN2Ra3_hb,(PEA)2MA3Pb4I13,6.4,1.1,96.0,0.61,
-QOIagSJ7L4quELBM7FDzH7QZcQj,MAPbI3,17.09,1.038,215.10000000000002,0.77,1.5
-QkPsM9Bt07AYgz6AaOG44Sklmob,MAPbI3,6.9,0.83,48.0,0.43,1.6
-R8M4sUqtqXpr5Sza8KJshREaWpm,FA0.75MA0.15PbBr0.45I,18.8,1.07,237.0,0.74,
-RMDXxxUayS1bsb0hzZCsT-xJu41,FA0.5MA0.5PbI3,15.8,1.0,222.60000000000002,0.71,1.54
-RNgUR3S42sQaokj9iag7ckOvawr,MAPbI3,13.92,1.01,237.7,0.58,1.6
-RNnBzYLKjw8jXLmcAiWh9DQAZb8,FA0.85MA0.15PbBr0.45I2.55,13.23,1.06,208.0,0.594,
-RO9nAwtYUTj6B84EIke49nic8-V,MAPbI3,10.23,1.01,189.89999999999998,0.5329999999999999,1.6
-RT-jEGJR3nzo2yT_yYVZ_ayaF6_,FASnI3,3.79,0.414,171.6,0.5329999999999999,
-RTK5XhMLhjVYt-ycaiXZK3j_J5e,MAAg0.1Pb0.9Br3,1.08,0.87,25.6,0.621,2.3
-RcznXwpxkJIhB2281XL2wyhwMwk,MAPbI3,8.05,0.8,213.70000000000002,0.47,1.6
-RlywpHh6A3kUz1x-5CD-MZchyqY,MAPbI3,14.4,1.0,218.0,0.66,1.6
-RmW4V1ShI0-ojF-TN12uSUQ8OFG,Cs0.04FA0.80MA0.16PbBr0.51I2.49,18.3,1.043,234.20000000000002,0.758,1.61
-Rpdnrlm-qfQArsu_HUeyp15ZbZ8,MAAg0.005Pb0.995Br3,1.25,1.06,33.6,0.782,2.3
-RpgtxmcfgTZjKTVPgU7A7r35-Ug,FASnI3,3.53,0.363,172.60000000000002,0.56,
-S2WRqHEmWg4YYfuREDYgxm75ECi,Cs0.05FA0.79MA0.16PbBr0.51I2.49,16.6,1.04,218.0,0.73,
-S6l13L-7ZMhfFwuIPtbIdGD67sz,(PEA)2Cs59Pb60I181,11.09,1.06,147.4,0.71,1.73
-SCrn-N-0HCs6vo5ATsS50sk19zs,MAPbI3,8.41,0.91,168.2,0.55,1.6
-SE_1xKfhEfB8MUszpoPU1CSwnIu,MAPbI3,9.51,0.87,173.0,0.63,1.6
-SJI1GeDLPVBZ0B4ldg1UNrnS1QJ,MAPbI3,18.51,1.1,214.1,0.8,1.6
-SNxeDbTNlwtxynRVmsXOPlaSK-V,FA0.84MA0.16PbBr0.45I2.55,13.88,1.018,214.0,0.637,
-SQwBMA4BZqS_KaRce4-9evCUWI3,MAPbI3,14.45,0.96,204.3,0.7290000000000001,1.6
-ST6qPmdasfa1AU4vQsfOBJ79OJS,FAPb0.7Sn0.3I3,8.93,0.68,195.7,0.66,1.34
-STItbRn2AYLOaJ0Cu2cJOSpkzog,Cs0.08FA0.77MA0.15PbBr0.51I2.49,17.3,1.074,208.32999999999998,0.773,1.6
-SZHLlDn3shooj7jZKIFtEOWPDw0,MAPbI3,14.2,1.028,187.8,0.723,1.6
-ScKNGvzOIdiXGo4t0a9Arn2AR7l,MAPbI3,12.6,,,,1.6
-Sg9RlMWG9u8bgGFmiX3pl62onVS,FA0.85MA0.15PbBr0.45I2.55,13.0,1.02,197.7,0.64,
-ShVAn-2NaTLd7cyLc8exl_nqYKH,MAPbI3,3.02,0.7979999999999999,74.0,0.51,1.6
-SjF35FI0SCwbDumQj1_NryTGY0Y,MAPbI3,14.3,1.05,192.0,0.7140000000000001,1.58
-SpnL7jh19ezGTFtjLyF1IJDO_jD,MAPbI3,18.1,,,,1.56
-SrFr35KTmR1KNB9pRjJjPYjrVUK,Cs0.05FA0.81MA0.14PbBr0.51I2.49,14.55,1.01,237.0,0.7340000000000001,
-SsZVF-tEVSxKvt-HL_3jmFScKLH,MAPbI3,12.6,0.97,187.0,0.691,1.6
-SyOu9mpl4vv4sCExnMzuXpAKBqA,MAPbI3,9.29,0.98,136.0,0.7,1.6
-SzX0LCFh_85hLpW2p14dfKf4YsZ,Cs0.17FA0.83PbBr0.2I0.8,20.56,1.244,208.0,0.795,
-T-PihD9b-9nQmHD5BtUxhhWtKKr,MAPbI3,18.3,1.1,226.0,0.753,1.59
-T-ly24SVt51KbY-6ga33vgwzmSm,CsPbBrI2,13.62,1.22,144.60000000000002,0.772,
-TF4yguYaTOok7QcGW3kC3Fu1yKG,MAPbI3,1.22,0.69,38.8,0.46,
-TFUHY_J0NIleyAtQ8G477bivlqi,MAPbI3,11.25,0.85,216.4,0.6,1.5
-THtfbqEmpiSGohp6hnVMkc-LjB1,MAPbI3,8.5,0.7759999999999999,214.0,0.51,1.6
-TLR1Ej01yYCj0oXzc6Lt3QgJLe-,(4ApyH)Bi0.2Sb0.8I4,0.29,0.52,15.2,0.37,2.12
-TQVlJmC6KJ1zvmRl2cU1DlnFmTf,BA2FA2Pb3I10,3.22,1.03,57.599999999999994,0.54,1.51
-TaVSYnbVXcAcc-SVUh-4i9f-Geg,MAPbI3,14.5,0.94,223.29999999999998,0.69,1.6
-TjmFXKKWj7MzQKC6t-uYtmkXNk_,FAPbI3,14.1,0.865,4.79,0.748,1.48
-TkM1X7GoqPh9WMyc4Qrk4gmTcvr,MAPbI3,13.99,1.031,203.4,0.667,1.5499999999999998
-U3zO7xGOrfsfTE4y71r4DS4MBjy,MAPbBr2I,1.6,0.12,15.0,0.2,1.85
-UC0q8FR5ZsrT3yBC6Ry9ZdlwKlD,MAPbI3,11.9,0.8,193.5,0.73,1.6
-UGRx4WqwMIhZ-_UzWN7qbAlbAZP,CsPbI3,8.9,0.82,165.0,0.64,1.6800000000000002
-UHyccYIUlzofTOSHVv6z2bjOjv3,MAPbI3,14.71,1.009,208.4,0.698,1.6
-ULolaHPcqmRviLxAdIdodkkw5J5,MAPbI3,15.34,1.05,211.5,0.691,1.6
-UmFITTBY8az6c1sywVsHd0uTJ0C,CsPbI3,9.85,1.22,106.0,0.74,1.73
-UnuZsyt5qoWrf5DWzEcAfpjcJxP,MAPbI3,14.53,0.967,208.6,0.718,1.6
-Uq8kKB1wFDU8A2hQapeMmCY3cUb,MAPbI3,14.1,1.04,199.0,0.68,1.6
-Uv5hGi043W7ih3954rxJzh4l80e,Cs0.05FA0.8MA0.15PbBr0.45I2.55,17.78,1.105,227.39999999999998,0.7070000000000001,
-Uw50V-KZltbaeiz8hwhJXNqWS1B,MAPbI3,17.81,1.05,222.0,0.763,1.6
-V3opkb8efP4VvkYJGEz6R2tjvsI,MAPbI3,10.12,0.9,142.0,0.792,1.6
-VFHtwvyvZ2_BazC1ASJxndovGKe,MAPbI3,13.5,0.9,199.0,0.76,1.5300000000000002
-VMfRu9yUrCQGMoD4oNUAlPj-ymb,MAPbI3,18.39,1.07,219.20000000000002,0.78,1.6
-VNerl1aWzflCguEZJqt1svnvBol,MAPbI3,13.1,0.967,217.10000000000002,0.63,1.5499999999999998
-VO1zC9XWcjjC4IJZy-pcRVSDWAX,MAPbI3,17.7,1.13,201.0,0.78,1.6
-VOL2jwQwQrm935ad5N_OnyN_2eu,MA0.05Mg0.05Pb0.95I3,5.1,0.8,104.0,0.607,
-VqquDZ3tOtfPAzvs-hWjVL_Ka3W,MAPbI3,16.1,1.06,225.0,0.77,1.6
-VzdFuCg1sFkZlQs7SuzK3RP0xu2,MAPbI3,4.2,1.035,130.97,0.306,1.59
-W8ZIci1W68Vo_xm4kkL8Cv43Nod,MAPbI3,10.72,0.97,183.6,0.602,1.6
-WCO5if9biuzYus0rCoi7h-XMHvQ,MAPbI3,11.33,0.96,200.0,0.59,1.6
-WMfSI6NomhQx24_m6VWnNbU-Gnq,FA0.85MA0.15PbBr0.45I2.55,19.8,1.13,234.0,0.73,
-WPrRX9-vAzIM8wK-jxJCmgouhFj,Cs0.05FA0.79MA0.16PbBr0.54I2.46,12.19,1.023,205.39999999999998,0.58,
-WVyQ6NolJll645nfe9xQ9o4vujE,MAPbI3,26.3,0.84,1.32,0.75,1.6
-Wu7cFXid1M4QikFrPpdPyob0H90,Cs0.08FA0.77MA0.15PbBr0.51I2.49,15.93,1.037,199.89000000000001,0.768,1.6
-WylOmidGW7Wfh5rA1aq53mEF26r,Cs0.05FA0.7885MA0.1615PbBr0.34I2.66,10.0,,,0.6,
-XLn7SDRQvEwsogTIONlvMiOXXG-,MAPbI3,3.13,1.06,62.0,0.47,1.6
-XQghti_iyuxifWOVbEC8Z2FWRPV,Cs0.1FA0.9PbBr0.9I2.1,18.83,1.176,203.6,0.786,1.6780000000000002
-XSjwyoZBkugH8cshxagUKQ0S2Nt,MAPbI3,11.8,0.959,146.0,0.772,1.6
-XUkIWWmx02NdkWY-o3gRwBs-LCT,MAPbI3,12.3,0.91,189.0,0.74,1.6
-XZrYPptADSRms9CWJUKvhGQYIsY,MAPbI3,1.74,0.89,72.1,0.271,1.6
-XdkkOU8FXFVjL01i7uFnunzbsCJ,MAPbI3,2.82,0.96,49.400000000000006,0.59,1.6
-Xeui74d1RGjGrgCdCDJm1Y-Taec,MAPbI3,13.08,0.93,192.60000000000002,0.73,1.6
-XjX-UuxVv6OPIQ1e3ckbiDzg-o5,MAPbI3,10.76,0.86,196.29999999999998,0.682,1.6
-Xqt2PnuBO0cvAOBvuYfhimKZlzP,MAPbI3,17.98,,,,1.6
-XvsdWimZ9wYtHF2xA039MrLFoyC,Cs0.05FA0.8MA0.15PbBr0.5I2.5,20.9,1.13,227.0,0.82,
-Y04tWQBX8iQ2L67WxqHN0gHivKd,MAPbI3,10.1,0.021,9.399999999999999,0.51,1.6
-Y9mpwXNClXL-VcemvutVPjC_I04,MAPbI3,17.31,0.13,243.6,0.69,1.6
-YKSi-BPMyW7dWOFKTajlsaMvSKx,MAPbI3,8.26,0.76,178.6,0.607,1.6
-YM_35maWOFSp6yPLpmPYMQJ0Kmt,FA0.85MA0.15PbBr0.45I2.55,20.17,1.093,222.39999999999998,0.83,
-YNmmheJfZOyaRO4NtNxx5Q8LkEx,MAPbI3,16.81,1.02,227.25,0.725,1.5499999999999998
-YZGF3Sf7pLaSXvJadrP_ExNWNhI,MAPbI3,17.47,1.05,228.0,0.73,1.6
-Ya7-yNrTxMuOusQov-ko_OhGSpQ,Cs0.1FA0.9PbI3,14.23,0.89,228.79999999999998,0.6990000000000001,
-YdOQKlVt_nDnT9QtcS4O5kzI62f,MAPbI3,17.8,1.08,224.0,0.74,1.6
-YeLLOMXCXE5s4hJuu6w2hMCtGit,MAPbI3,15.8,1.034,210.0,0.73,1.5
-YogtT5Eqgi3NoPxp-1NTuBBjGpZ,MAPbI3,13.31,1.081,189.20000000000002,0.6509999999999999,1.6
-YsWAagQGsiW2v4VNTbT3pCxooXq,FA0.83MA0.17PbBr0.51I2.49,7.8,0.72,208.0,0.52,1.6
-ZOXsWM5TqbIVnctWJHpGG8zrNRF,MAPbBrI2,5.47,1.06,166.4,0.31,
-ZVo62EXn3ySyVBguMLmfYptQG7X,MAPbI3,11.39,0.83,198.29999999999998,0.69,1.58
-Zg54AXfyWEvXO_QZNmNSfd5HVkV,MAPbI3,15.0,1.08,218.0,0.64,1.6
-ZikD_6crw3zjNaHwqdIW5fpABu0,FA0.85MA0.15PbBr0.45I2.55,12.3,1.04,187.0,0.64,
-Zlp1_-0OO01ZmXKkjE5Xcj5cTqs,MAPbI3,16.77,0.974,205.0,0.84,1.6
-Zry8Evu3sKsw_mmbwvXU9CwwlrC,MAPbBr3,1.0,0.84,20.0,0.579,
-ZvUHkL5YzHxbeJgtCCaRP96iWUn,FA0.3MA0.7PbI3,16.21,1.04,225.3,0.6890000000000001,1.57
-Zym9Q1HyZKp4JkyWuABXFsgX530,MAPbI3,4.86,0.77,172.60000000000002,0.366,1.6
-ZzjecbsHiaeyt-yGcyXj0lY1SnE,MAPbI3,18.2,1.07,229.0,0.74,1.6
-_9AnQ_oVz1XnqvR0Z4oCQlEodQa,Cs0.05FA0.92MA0.3PbBr0.09I2.91,20.0,1.1,200.0,0.7440000000000001,
-_NV6h7Bx9ZIAZQUjXoiEWd4YMDa,Cs0.05FA0.79MA0.16PbCs0.49FA2.51MA,8.89,0.878,193.29999999999998,0.46,1.63
-_VqhbauLqlN-q2FfmPT3CmuclnJ,MAPbI3,3.95,0.818,102.6,0.47,1.6
-_YKou8igSsauq8gpCH6uSbo_23Z,FA0.026MA0.974PbI3,20.21,1.051,248.29999999999998,0.774,1.516
-_ZB1DBP-9hdr2DT6QkN64RIWlR3,HA2MA2Pb3I10,5.6,0.73,119.62,0.642,1.96
-_ZoMyZJb2T53hskQIHVCpFkj-hT,MAPbI3,4.1,0.52,161.0,0.491,1.6
-_cDJz2PCaPAGdp0pkxWAVsYVGQR,MAPbI3,7.04,0.624,187.75,0.601,1.58
-_uE5M8qlBzHRAzMIhqNj3SYxplz,FAPb0.75Sn0.25I3,10.27,0.75,194.8,0.703,1.39
-a34ocNNk-yELMVzcFZk-QZUt3Jv,Cs0.05FA0.8MA0.15PbBr0.45I2.55,4.08,0.92,128.4,0.3429999999999999,
-aA51f8G1zCivd-eoo3Z-DFCFkcu,MAPbI3,7.6,0.76,229.0,0.44,1.58
-aAhlzBXfdlkI_3j22rsprCwgOd3,MAPbI3,16.85,1.015,221.5,0.748,1.6
-aQOOIZWUC0CbA896yS6Eseza2BN,FA0.85MA0.15PbBr0.45I2.55,14.3,1.04,207.0,0.63,
-aQVCK2QAo15cHFYk4UOWxoyljG6,FA0.85MA0.15PbBr0.45I2.55,16.53,1.1,201.6,0.74,1.6
-aR0xdedF7p8VQVqGxo1phMD-Zi_,CsPbBrI2,11.51,1.11,146.1,0.71,
-aYLo6eFjuIn4Sb_vTXGUNqOs9X3,Cs0.1FA0.75MA0.15PbBr0.35I2.65,16.81,1.052,203.5,0.726,
-ae0TCYMZjakj7Ih8ZF56lI9DxDp,MAPbI3,3.13,0.47,120.9,0.55,1.6
-ajQnkJNtdjpWhx4dtAmVR_4jD6F,Cs0.05FA0.81MA0.14PbBr0.45I2.55,1.1,0.88,38.0,0.32,
-awD5FvPhbclHg_bZBujGY7f4mqe,MAPbI3,11.04,0.8340000000000001,189.06,0.7,1.6
-ayZLpfaKBXXRLPOI59X_nInhCIA,MAPbI3,15.2,0.98,216.8,0.72,1.6
-b60HEygXLswRq1T-1qF5VcL5dCi,CsPbBrI2,11.97,1.113,154.73000000000002,0.685,1.9199999999999997
-b6tgbu2eMwIX0EF1Lm_UELoBOik,MAPbI3,15.51,1.09,199.5,0.71,1.6
-b7pVb-mljuF2mHeefmViM_KUROU,MAPbI3,17.48,,,,1.6
-bBt4qbHC8w9F70mFKYBGVhY5e_L,MAPbI3,9.4,0.945,158.0,0.63,1.6
-bD6GmhT9F8HUE3i33DE9Vkf6j7h,Cs0.05FA0.79MA0.16PbBr0.51I2.49,14.82,1.09,197.10000000000002,0.69,
-bL9X4gKVL_IYCkxoBek83uo2N76,MAPbI3,18.83,1.08,229.3,0.76,1.6
-bOJAUcABWpt407FLpbLuk_HgDdf,MAPb1.0I3,12.97,1.09,210.79999999999998,0.56,1.5
-bQ2JTvNM5Pdg2bMxKhMvnCc5Z-h,MAPbI3,16.3,1.05,205.0,0.755,1.6
-bTcU5pRktM6aOIQk2zPcrIZzt-M,MAPbI3,5.0,0.95,71.0,0.741,1.6
-bV5kYv73HprRA4ltFZdnSFex4sR,MAPbBr3,4.0,1.26,50.5,0.62,
-bWUwxMHgH-Rm5LAIEFcdKBl8SgT,MAPbI3,13.17,0.98,192.2,0.6990000000000001,1.6
-bbN5U8Ma_zjxzBtm750thY1D07b,MAPbI3,19.15,1.14,222.60000000000002,0.75,1.6
-bcEMg0bfhpQR0R5tqqEKs5Z4SgC,MAPbI3,13.9,1.03,192.8,0.7,1.6
-bdPVfhsKP_QTrAQmVw13JhXAACu,MAPbI3,8.9,0.91,150.0,0.653,1.6
-bqZoWNbxiKKD-lTB6uhdMxOl5J7,MAPbI3,14.35,1.0,207.60000000000002,0.69,1.6
-bxbA4qiD5T7frpBWcsNV5SWsVhg,MAPbI3,14.29,1.0,184.20000000000002,0.59,1.6
-c762u0q16m2SRf1NRG4eAfLtAOA,MAMn0.1Pb0.9I3,6.2,,,,
-c8EvL-_eKznBSFv0IW7DWTWP-IQ,MAPbI3,15.87,,,,1.56
-cNxa-YvYilhNAMO9foASvcWzMJY,MAPbI3,15.0,1.04,192.8,0.747,1.6
-cRcep2XF7apuo7dxYzcU2WiR9ij,MAPbI3,18.2,1.065,219.0,0.767,1.6
-cTPQpKHClI3u56rGvYWlDkVuRAD,MAPbI3,6.67,0.74,133.5,0.65,1.6
-cTw6SWZP3vV6fe-ITXLNX2OpeLL,MAPbI3,13.05,1.05,204.1,0.612,1.6
-c_8M6agpMe6f4NNlpRamhgg9eLU,MAPbI3,12.6,0.99,192.0,0.65,1.58
-caZrmYla8jIehMZ9N6HeDB97xle,MAPbI3,13.2,0.97,225.0,0.569,1.6
-cePfJDdOiUBnuwAokQdpojRqMAN,MAPbI3,12.45,1.003,182.89999999999998,0.68,1.6
-cfJc-JKFzMTAfI6GkUrK3h9ZQC3,MAPbI3,10.05,0.944,204.60000000000002,0.5720000000000001,1.5
-cfuIetvAqpG65VaApnZikLkSIR5,Cs0.1FA0.75MA0.15PbBr0.35I2.65,17.42,1.08,217.53,0.74,
-clkelCR82EfVPJVJacQF1RELSm9,MAPbI3,14.0,0.98,190.0,0.792,1.6
-cvCSoPVSETFTHgfgptzWL8_3ESM,MAPbI3,15.6,1.04,207.0,0.72,1.6
-cwW4JD6xmJjiqeLocHs17tfeuE1,Cs0.05FA0.81MA0.14PbBr0.45I2.55,16.4,1.062,217.0,0.6940000000000001,
-dEhW87AhhOlpxATgPGPoAlJsqQB,MAPbI3,13.03,1.03,188.2,0.6709999999999999,1.6
-dK7dNwCFuVI4qPTswt1kRbALas7,FA0.85MA0.15PbI3,15.9,1.05,213.0,0.71,
-dKChCn28r-jWhQychNW2vGXOHZ2,MAPbI3,15.85,1.07,205.79999999999998,0.72,1.6
-dKbcJbkPK0iRhC2lKCBCftQ70bb,MAPbI3,2.55,0.8590000000000001,85.8,0.346,1.6
-dXbK94jb0PhmKTbaqOY_SlgBOGc,MAPbI3,5.91,0.999,167.5,0.353,1.6
-ddMHkjbg4m4sNCDFDxf7TrA_9a9,(oF1PEA)2MA4Pb4I13,0.42,0.45,18.400000000000002,0.529,2.5
-dj9DnMj3jUSrnDi8N1YbUAtGeV2,MAPbI3,9.9,0.85,167.0,0.7,1.6
-drFGsWSYJWIx5wLflYsu3-Zn0mb,MAPbI3,11.3,0.93,188.0,0.65,1.6
-dvUDpQi_ApiaxfnXaMy78QzW3FZ,Cs0.05FA0.85MA0.15PbBr0.45I2.55,4.4,0.94,136.0,0.35,
-e84GAYswf6vG_d40X2FWgbxs9vl,Cs0.05FA0.788GU0.162PbBr0.51I2.49,7.51,1.06,121.0,0.591,
-eSi_3WnOyrF8a_BFLRaxFT6SGWD,FA0.3MA0.7PbI3,20.36,1.12,229.60000000000002,0.794,
-eUzAmfcrzBHRRBSg0Rbe-FsjdU0,MAPbI3,4.0,0.92,106.0,0.44,1.6
-eVfEwensgDOkePm5NMafwy8zGA6,MAPbI3,12.32,0.9,192.8,0.71,1.6
-eWS8lmenilr_Ql99sNf3f04Avsz,MAPbI3,14.3,0.96,212.0,0.7,1.6
-e_raINzqyWjUD7MeRu5ITikDaq6,Cs0.05FA0.79MA0.16PbBr0.51I2.49,14.48,1.043,196.4,0.7070000000000001,
-eaCF57sZUMdID_qHVXWH7zZlIkX,MAPbI3,15.4,1.0,219.0,0.7,1.6
-emt14lAPzF0ZNmp42BSHpYfksF0,MAPbI3,14.1,,,,1.6
-exjRLU24bb6c5r0nsrv99Or0C4Q,MAPbI3,4.78,0.74,124.0,0.52,1.6
-fPXK882CTzOMyVWI2pW7fikEDYH,MAPbI3,7.68,0.97,87.2,0.3779999999999999,
-fhlWe2GdFFr1m_TQWo5NjNmgcMc,MAPbI3,18.5,1.07,228.5,0.752,1.6
-firA3H5flM-zOEdFn5YXfPRDWYO,MAPbI3,15.53,0.99,220.9,0.71,1.6
-g1S_Iw7e_NhMWmJu_i9a7dwdwmH,MAPbI3,8.76,0.95,159.60000000000002,0.578,1.6
-g5YotXaPXAa0HOXR5XvUoW0Yw8G,MAPbI3,15.0,1.02,222.0,0.66,1.6
-g5oWdyilsHGNKM3QiTID8OtG5Oz,Cs0.05FA0.79MA0.16PbBr0.51I2.49,19.42,1.11,232.5,0.758,
-gNBpYOhUhRp8ANB2z6z44O1N3LE,MAPbI3,17.2,,,,1.6
-gOIuvC6c5IhVGX8ls2rDdMfc983,MAPbI3,0.93,0.914,21.400000000000002,0.48,1.6
-gwB7yiaXAwezsz_nv0TmBtG0G5U,FAPbI3,12.03,0.912,198.79999999999998,0.66,1.48
-gzGyxJgUk6xeRJK6Osi24GJeE63,MAPbI3,17.1,1.01,219.0,0.772,1.6
-hBwsAxew5Aj_jdst-tbFsx-VAr3,MAPbI3,15.92,1.013,198.70000000000002,0.79,1.6
-hCWLZNAbVHVV1oY36u9mUf6v9lN,CsHA2Pb2I7,0.103,0.327,6.82,0.462,
-hES2WIUFXLIEB54OOz-jeus_US8,MAPbI3,17.5,1.03,237.0,0.7,1.56
-hOgNzfi0MPhpOEGCmSKWoM3-aDv,Cs0.05FA0.7MA0.25PbI3,20.5,1.08,243.5,0.765,
-hOpfIq_n7DlavXza3RMOgR0i8R-,MAPbI3,14.78,1.03,218.29999999999998,0.74,1.6
-hX7bDzqDoD81A2rvcN-6tVYQXDX,MAPbI3,24.8,0.76,1.33,0.76,1.6
-hgbFiCfD1AtIIO72JbH42NIKkEn,MAPbI3,19.26,1.05,237.0,0.773,1.6
-hpXsh_NAi46IkQnH7vQ71Khe1DR,MAPbI3,12.79,0.93,215.6,0.64,1.6
-hsYacYxFSEVTFns1cN5pZ_Z-NvL,MAPbI3,16.74,,,,1.6
-hwjqF2O-J4OeEjMQOcDbzmT_gI5,MAPbI3,18.1,1.074,219.0,0.779,1.6
-i3MVg9qa_yPqooXh1WjqRUSjPIi,Cs0.25FA0.75Pb0.5Sn0.5I3,12.3,0.7,247.0,0.711,1.2
-i7AzwYCVC8ycoVWh9NekEKrvn41,MAPbI3,16.2,1.04,235.3,0.6609999999999999,1.6
-i84IciR5QLRmHuRw6NXKhoLl2Wq,Cs0.05FA0.79MA0.16PbBr0.51I2.49,15.8,1.08,224.0,0.65,1.61
-iKWdfyA7ljAfv4ytXmZgaNjoT7C,MAPbI3,5.48,0.8690000000000001,141.7,0.445,1.5499999999999998
-iUBCfIh8Vg9t9s8pQos0ghgYUT_,MAPbI3,15.13,1.09,188.1,0.736,1.6
-ipmrpmaLrcLWkxk93qy6I1JTkP5,MAPbI3,15.27,1.022,206.0,0.73,1.6
-itdVPG40KFGxwx3fZ8e4pBjdfI1,MAPbI3,8.36,0.923,158.8,0.57,1.6
-iwJSW0-N1G2g3dpD0yWSjYnsJrG,MAPbI3,9.7,,,,1.6
-j7yg59pfTRpwMsPAJWPPidbJZ_k,Cs0.17FA0.83PbBr1.2I1.8,14.76,1.064,178.1,0.779,1.7520000000000002
-j8PX_zvLpNF_nmY9G-h-7v_1eDM,MAPbI3,15.96,1.01,217.0,0.726,1.6
-j8ViKAuelhy59mE8P26UAp_tusX,MAPbI3,12.22,1.0590000000000002,202.10000000000002,0.5670000000000001,1.6
-jAMwA7_kjN_pCuu8kipM0HvSJ-2,MAPbI3,10.48,0.92,215.5,0.545,1.6
-jLXvg5ccgqqD1pmSOyysTLGMC2a,MAPbI3,10.9,0.018,10.3,0.59,1.6
-jNYqtzlZ_UOqKlDgrVF79TVtlia,Cs0.125FA0.875PbBr0.375I2.625,18.3,1.075,221.55,0.768,
-jcQ2qA2p4VMkrK9K6OPIq2qSc_x,MAPbI3,17.91,1.125,231.0,0.715,1.6
-jdQM4SV5FGNsWIxG_sD1Xdj-eeu,MAPbI3,18.61,1.15,207.5,0.78,1.5
-jktNMljVfu_xoAxBuiokngyxiCI,MAPbI3,12.29,0.942,193.29999999999998,0.647,1.59
-jl6JecQiGtpnmxPfniSgM4Krt2Y,MAPbI3,10.3,0.97,176.0,0.6,1.6
-joCUXIzBu-MW7w4O2n0LcDfW8o9,Cs0.05FA0.79MA0.16PbBr0.54I2.46,16.3,1.105,207.60000000000002,0.71,
-k5wywwpdvTyiR_Se4wWwOs42zpg,MAPb0.95Sr0.05I3,16.3,1.11,210.79999999999998,0.71,1.632
-kISL2CLIwiCcN3uJCOZrvTgCLvJ,MAPbI3,13.56,0.92,222.5,0.72,1.59
-kOyto1kOVvXlx9wEuSkEN3wQFwV,BA2CsPb2I7,0.484,0.957,88.80000000000001,0.57,2.2
-kWZ2l63wKIIOv8qDGI-iYxNqMuv,MAPbI3,16.83,1.04,221.20000000000002,0.73,1.6
-kZHwNlxAXzctKVg9rZ0i5ARC6iJ,MAPbI3,10.73,1.02,182.3,0.58,1.56
-kg9DsnS_UQsIvXKtOu83VCDaEAR,Cs0.06FA0.83MA0.17PbBr0.51I0.249,17.8,1.11,226.0,0.753,
-kk-sl2wOzoB2hdhgeWF-COZ-IoR,MAPbI3,2.44,0.96,52.9,0.48,1.6
-krPUlFYaECl4uN1YpBVkM_h6HRi,MAPbI3,1.58,0.425,155.7,0.25,1.6
-l-lVXSk21DxO-oPK6_AA887met1,MAPbI3,16.04,,,,1.6
-l222ljM61mz6MXglcgleQOBF_vg,MAPbI3,11.4,0.88,183.0,0.6920000000000001,1.6
